critic_id,critic_meter_score,critic_rating,movie_id,movie_review_blurb,movie_title
charlie-mccollum,fresh,3.5/4,captain_phillips,"""Captain Phillips"" will grab and hold your attention from its first few minutes to its startling conclusion.",Captain Phillips (2013)
charlie-mccollum,fresh,2.5/4,john_carter,"""John Carter"" may not be a perfect movie, but it's one where you can safely plunk down your money, grab your box of popcorn and come away reasonably satisfied when the closing credits roll.",John Carter (2012)
charlie-mccollum,fresh,2.5/4,sherlock_holmes_a_game_of_shadows,"The game is now afoot with Holmes' arch-nemesis, Professor James Moriarity -- and that makes a notable difference. This time, Holmes is up against an equal, and it's elementary indeed that muscle and firepower alone won't carry the day.",Sherlock Holmes: A Game of Shadows (2011)
charlie-mccollum,fresh,3/4,the_muppets,"The film is loaded with everything Muppets fans love: loopy musical production numbers, very funny montages, some hilarious asides and weird little moments.",The Muppets (2011)
charlie-mccollum,rotten,2.5/4,j_edgar,"For all its virtues -- or, perhaps, because of them -- J. Edgar is a disappointment.",J. Edgar (2011)
charlie-mccollum,rotten,2/4,anonymous_2011,"If you are looking for something more intellectual, and certainly more accurate in its portrayal of a rich period in English history, you will have to go elsewhere.",Anonymous (2011)
charlie-mccollum,fresh,3.5/4,the_ides_of_march,"This is intelligent filmmaking, and a provocative moral fable. It may not be perfect, but it stands as one of the better, most realistic movies about the way we elect our leaders.",The Ides of March (2011)
charlie-mccollum,fresh,3/4,cowboys_and_aliens,There is enough to like and to savor in Cowboys & Aliens that it makes for an enjoyable two hours in the dark with a big bag of buttery popcorn.,Cowboys & Aliens (2011)
charlie-mccollum,fresh,4/4,harry_potter_and_the_deathly_hallows_part_2_2011,"Tears are shed for the lost, cheers are raised for the (often unexpectedly) brave and noble, and, in the movie's final moments, there is a sense of satisfaction and fulfillment rarely achieved in filmmaking.",Harry Potter and the Deathly Hallows - Part 2 (2011)
charlie-mccollum,rotten,2.5/4,cars_2,"[Pixar]t has set such a high bar with what it has done with animation and storytelling over its 25 years that when it falls short -- and it does fall short with Cars 2 -- the disappointment can make a perfectly good, entertaining movie seem like a letdown.",Cars 2 (2011)
charlie-mccollum,rotten,1.5/4,how_do_you_know,"What's truly perplexing about the failures of How Do You Know is that the film was written and directed by James L. Brooks, a master of the rom-com genre.",How Do You Know (2010)
