critic_id,critic_meter_score,critic_rating,movie_id,movie_review_blurb,movie_title
giles-hardie,rotten,1/5,absolutely_anything,There is only one thing worse than a bad film. That is a bad film that should have been a great film.,Absolutely Anything (2017)
giles-hardie,fresh,3/5,1200661-informant,"Somewhere between the true story it is based on, and the gimmicks and gags brought to the tale by Damon and Sodeburgh The Informant! somehow falls between the cracks to result in only an ok movie.",The Informant! (2009)
giles-hardie,fresh,4/5,paranormal_activity,"From the changing relationship dynamics to the various reveals, this is a maestro fright flick at its shocking best. And if you're after a film that goes bump in the night, this is the one for you.",Paranormal Activity (2009)
giles-hardie,fresh,5/5,zombieland,"With its brain seeking tongue wedged firmly in its blood soaked cheek, Zombieland embraces its violence and language warnings to make a truly hysterical, enjoyable and mouth watering zom-com ride.",Zombieland (2009)
giles-hardie,fresh,3.5/5,cold_souls,"You'd say that Cold Souls is strange, but strange doesn't begin to describe this darkly humorous, concept film.",Cold Souls (2009)
giles-hardie,rotten,1/5,invention_of_lying,"Somewhere between a great concept and an awful script The Invention of Lying got lost in its own truth gimmick. But the truth is, it starts bad and just gets worse.",The Invention of Lying (2009)
giles-hardie,fresh,3.5/5,a_serious_man,"The talent of the Coens is such that they make this film eminently watchable, absolutely enjoyable and utterly engaging despite the fact that it's never entirely clear why we're seeing it in the first place.",A Serious Man (2009)
giles-hardie,fresh,3.5/5,prime_mover_2009,"Fun then fierce, light then laconic, Prime Mover is primarily entertaining, and there's nothing wrong with that.",Prime Mover (2009)
giles-hardie,fresh,4/5,planet_51,"Well and truly aimed at kids, Planet 51 is a film they will thoroughly enjoy yet which any accompanying adult will have lots of laughs in too.",Planet 51 (2009)
giles-hardie,fresh,3.5/5,twilight_saga_new_moon,"This is a film for the fans. Fans of the books. Fans of the first film. If you enjoyed that, you'll enjoy this. If you didn't, you have no chance here. It's a New Moon, not a new dawn.",The Twilight Saga: New Moon (2009)
giles-hardie,fresh,3.5/5,1208165-boys_are_back,"The Boys are Back deftly combines humour and heart in a well crafted tale of boys of all ages growing up, and if it helps, just think of it as a good film they happened to make in Australia.",The Boys Are Back (2009)
giles-hardie,fresh,4/5,2012,"With a planet sized disaster film, there are nation sized holes to pick at if you choose, but there's a world of fun to be had if you sit back and let the destruction wash over you in this fantastical, mind blowing visual feast.",2012 (2009)
giles-hardie,fresh,4/5,brothers_bloom,"A tale full of heart, heroism and old school fun, that with the addition of just a few witty zingers could have been one of the great films of the year.",The Brothers Bloom (2009)
giles-hardie,fresh,4/5,time_travelers_wife,"A graceful, elegant love story, that carefully avoids quasi-science, time travelling philosophy or mills and boon style passionate embraces, focussing instead on the means by which two truly star crossed lovers cope with their unique lives together.",The Time Traveler's Wife (2009)
giles-hardie,fresh,3.5/5,10008502-christmas_carol,"While for some there is something disconcerting about the lifeless eyes of the otherwise life like characters, it certainly lends itself to large 3D cinemas, with rubber faced characters and grand sweeping movement.",Disney's A Christmas Carol (2009)
giles-hardie,fresh,3/5,capitalism_a_love_story,"See Capitalism: A Love Story if you like to hear the sound of Michael Moore railing against 'the man', but if you're after a good documentary there's no love here for you.",Capitalism: A Love Story (2009)
giles-hardie,fresh,3.5/5,a_summer_in_genoa,"An elegant, traumatic but ultimately rewarding tale that will leave you glad to have made the trip.",A Summer In Genoa (2009)
giles-hardie,rotten,2.5/5,amelia_2009,Much like one of Earhart's trans-Atlantic flights Amelia just goes on and on without deviation.,Amelia (2009)
giles-hardie,rotten,1.5/5,case_39,"Case 39 is slow, painful and one suspects for both Cooper and Renee Zellweger full of regrets.",Case 39 (2010)
giles-hardie,fresh,3/5,away_we_go,Sam Mendes' Away We Go is two thirds of a good film. Many good laughs. A decent concept. No follow through.,Away We Go (2009)
giles-hardie,fresh,5/5,nowhere_boy,"Setting a cracking pace, Nowhere Boy is a joyful journey into the power of personality, the finding of friends and the start of an amazing life, and to top it off, is one of the best films of the year to boot.",Nowhere Boy (2010)
giles-hardie,fresh,4/5,bran-nue-day,"If you dare to like happy films, this Bran Nue Dae is just for you.",Bran Nue Dae (2010)
giles-hardie,fresh,4.5/5,up_in_the_air_2009,"Up In The Air is not only a funny, satirical delight as well as a beautifully crafted thoughtful observation on society, but it is also refreshingly different, and a film that prompts a second viewing even as you enjoy the first ride.",Up in the Air (2009)
