critic_id,critic_meter_score,critic_rating,movie_id,movie_review_blurb,movie_title
justin-hartung,fresh,3.5/4,21_grams,"A melancholy meditation on guilt and grief, powered by deeply empathetic performances from the three leads.",21 Grams (2003)
justin-hartung,rotten,5/10,spy_kids_2_island_of_lost_dreams,"Though the sequel's brisk pace and imaginative monsters should keep kids relatively fidget-free, it fails on almost every other level.",Spy Kids 2: The Island of Lost Dreams (2002)
justin-hartung,fresh,6/10,full_frontal,"Reasonably entertaining, until you realize that Soderbergh doesn't have much more on his mind than some not-very-revealing observations about Tinsel Town artifice.",Full Frontal (2002)
justin-hartung,fresh,8/10,kid_stays_in_the_picture,This real-life Hollywood fairy-tale is more engaging than the usual fantasies Hollywood produces.,The Kid Stays in the Picture (2002)
justin-hartung,fresh,10/10,cockettes,A fascinating case study of flower-power liberation -- and the price that was paid for it.,The Cockettes (2002)
justin-hartung,fresh,7/10,read_my_lips,"Devos' performance goes a step further: She gets us rooting for Carla, even though we know she's just setting herself up for more pain.",Read My Lips (2002)
justin-hartung,rotten,6/10,mama_africa_growing_up_urban,"Each story is built on a potentially interesting idea, but the first two are ruined by amateurish writing and acting, while the third feels limited by its short running time.",Mama Africa: Growing Up Urban (2002)
justin-hartung,fresh,8/10,atanarjuat_the_fast_runner_2002,"If you can surrender to the pace, it's more deeply satisfying than your usual summer fare.",Atanarjuat: The Fast Runner (Atanarjuat) (2002)
justin-hartung,fresh,7/10,elling,"Fortunately, Elling never gets too cloying thanks to the actors' perfect comic timing and sweet, genuine chemistry.",Elling (2002)
justin-hartung,fresh,7/10,importance_of_being_earnest,"Witherspoon puts to rest her valley-girl image, but it's Dench who really steals the show.",The Importance of Being Earnest (2002)
justin-hartung,fresh,8/10,1114154-insomnia,"Pacino hasn't been this good in ages, dropping his usual mannerisms to dig deep into his multi-layered character, and Williams makes a chillingly serene psycho.",Insomnia (2002)
justin-hartung,rotten,2/4,about_a_boy,"Though ultimately derailed by an underdeveloped romance and an overly sappy ending, About a Boy shows signs that the Weitz brothers are near cinematic adulthood.",About a Boy (2002)
justin-hartung,rotten,2/4,late_marriage,"The screenplay is too obvious in its critique of arranged marriages, and its portrayal of Zaza's malicious parents is smugly cynical.",Late Marriage (2002)
justin-hartung,fresh,8/10,one_hour_photo,"After years of rehashing the cuddly genie from Aladdin, Williams reminds us why he became a star in the first place.",One Hour Photo (2002)
justin-hartung,rotten,2/4,night_at_the_golden_eagle,Too bad writer-director Adam Rifkin situates it all in a plot as musty as one of the Golden Eagle's carpets.,Night at the Golden Eagle (2002)
justin-hartung,fresh,,princesa,"Up until its oddly flat ending, Princesa is an honest depiction of the way dreams can backfire.",Princesa (2001)
justin-hartung,fresh,,trembling-before-gd,The personal stories in Sandi Simcha DuBowski's film are as beautifully and softly braided as challah bread.,Trembling Before G-d (2001)
justin-hartung,rotten,,chop_suey,Weber comes across as dishonest about his true interest in the gorgeous wrestler at the center of his film.,Chop Suey (2001)
justin-hartung,fresh,,dinner_rush,It's refreshing to see a food film that for once doesn't pour on sentimental cooking-as-life metaphors.,Dinner Rush (2001)
justin-hartung,rotten,,china_the_panda_adventure,"The script is a clunker, the acting atrocious, and there's not even enough panda footage to keep the kids happy.",China: The Panda Adventure (2001)
justin-hartung,rotten,,the_iron_ladies_2001,Hammers home every cartoonish cliché of recent drag comedies.,The Iron Ladies (2001)
justin-hartung,fresh,,1109564-fighter,Proves a tragic look into how war can break allegiances -- even long after the physical battles have ended.,Fighter (2001)
justin-hartung,fresh,,innocence2000,Tingwell and Blake deliver astonishingly lived-in performances.,Innocence (2001)
justin-hartung,rotten,,the_monkeys_mask,Its central mystery is less intriguing and more predictable than your average game of Clue.,The Monkey's Mask (2001)
justin-hartung,rotten,,wet_hot_american_summer,The movie never builds any rhythm; it just sputters its way toward the end credits.,Wet Hot American Summer (2001)
justin-hartung,fresh,,keep_the_river_on_your_right,It's to the film's credit that [Schneebaum is] neither vilified nor romanticized.,Keep the River on Your Right (2000)
justin-hartung,rotten,,faithless_2001,Ullman isn't able to harness the intensity this confessional tale needs.,Faithless (2001)
justin-hartung,rotten,2/4,stolen_summer,"Ultimately ... the movie is too heady for children, and too preachy for adults.",Stolen Summer (2002)
justin-hartung,fresh,8/10,good_girl,"Chuck and Buck, director Miguel Arteta and writer Mike White have crafted an insightful portrait of inertia, and offer a complex look at the fine line between victim and victimizer.",The Good Girl (2002)
justin-hartung,fresh,3/4,jim-brown-all-american,A well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone.,Jim Brown: All-American (2002)
justin-hartung,rotten,6/10,secretary,"With its rushed pace and isn't-this-wacky soundtrack, the film exudes TV shallowness, and by the time it arrives at its absurdly happy ending, it has all the impact of a pinch.",Secretary (2002)
justin-hartung,rotten,2/10,stealing_harvard,"Green might want to hang onto that ski mask, as robbery may be the only way to pay for his next project.",Stealing Harvard (2002)
justin-hartung,fresh,2.5/4,bad_santa,"In the end, it's hard not to be impressed by the way Bad Santa rips into sanctimonious holiday traditions with the demented glee of an 8-year-old unwrapping an X-Box.",Bad Santa (2003)
justin-hartung,fresh,8/10,magdalene_sisters,A powerful piece of agitprop.,The Magdalene Sisters (2003)
justin-hartung,fresh,7/10,camp,"Though the direction is amateurish in spots, the film boasts a winning cast of characters, energetic musical numbers ... and a genuine compassion for kids who prefer Damn Yankees to a Yankees game.",Camp (2003)
