critic_id,critic_meter_score,critic_rating,movie_id,movie_review_blurb,movie_title
lauren-wilford,fresh,B+,deliver_us_from_evil_2014,"Deliver Us From Evil deals with the horrific in a world that looks like ours, and that's a frightening accomplishment.",Deliver Us from Evil (2014)
lauren-wilford,rotten,C-,the_moment_2013,"After you sit with [The Moment] for a while, you realize that it just doesn't get crazy right.",The Moment (2014)
lauren-wilford,fresh,A,obvious_child,...Obvious Child flits from belly laugh to belly laugh on the strength of its delightfully shocking dialogue and a freewheeling lead performance by Jenny Slate.,Obvious Child (2014)
lauren-wilford,fresh,B-,adult_world_2013,Adult World earns an A for effort,Adult World (2014)
lauren-williams,rotten,3/5,the_mountain_between_us,"Perhaps it's the sense of inevitability, climaxing in a sentimental final act, but the affection the film-makers hope to kindle for these characters never quite sparks. Still, audiences will end up rooting for the hound.",The Mountain Between Us (2017)
lauren-wissot,fresh,3/4,fish_tank,"The British director's filmmaking style is precise and concise, as tight and lean as her teenage heroine.",Fish Tank (2010)
lauren-wissot,rotten,1.5/4,10012014-babies,"An aesthetic exercise that gets at no deeper truth than ""babies are basically alike no matter the culture.""",Babies (2010)
lauren-wissot,fresh,2.5/4,women_without_men,"There is no dramatic leap to death, but rather only a tentative embrace of ""a new form, a new way,"" much like Iran's short-lived experiment in democracy.",Women Without Men (Zanan-e bedun-e mardan) (2010)
lauren-wissot,rotten,2/4,after_the_cup,Centuries-old rivalries die hard...and the very thing that unites can also divide.,After The Cup: Sons Of Sakhnin United (2010)
lauren-wissot,fresh,2.5/4,the-juche-idea,"Jim Finn has managed to spoof not just easy-target Kim, but also the very notion of artists in residence making ever more obscure, inaccessible, and pretentious work.",The Juche Idea (2008)
lauren-wissot,fresh,3/4,10012141-kids_are_all_right,Lisa Cholodenko is one of the more radical visionaries working in American indie cinema today.,The Kids Are All Right (2010)
lauren-wissot,rotten,1.5/4,end_of_poverty,"Perhaps most surprising of all are the parallels Diaz accidentally draws between the ""evil"" First World and the ""innocent"" Third.",The End Of Poverty (2008)
lauren-wissot,fresh,3/4,valhalla_rising,The Bruckheimer-style storyline is merely an excuse to film a Joseph Conrad-worthy existential journey to hell.,Valhalla Rising (2010)
lauren-wissot,rotten,1.5/4,extra_man,"Like Kevin Kline's ridiculously pretentious Harrison, the film fancies itself much more interesting than it is.",The Extra Man (2010)
lauren-wissot,rotten,2/4,family-affair,"Hovering safely at the margins, the film's the director seems both fearful and detached.",Family Affair (2010)
lauren-wissot,fresh,2.5/4,45365,"An exhaustively detailed, entrancing journey, crafted with love for everything from raindrops on a windshield to a cheesy Elvis impersonator.",45365 (2009)
lauren-wissot,rotten,2/4,capitalism_a_love_story,"What's fascinating about this unfocused diatribe is that Mr. Moore, the liberal face of Middle America, has finally given up on the American audience.",Capitalism: A Love Story (2009)
lauren-wissot,fresh,2.5/4,under_our_skin,Under Our Skin is a rigorously researched and highly thorough piece of investigative reporting on the silent epidemic that is Lyme disease.,Under Our Skin (2008)
lauren-wissot,rotten,1.5/4,the_expendables,"In lieu of a flurry of left hooks and roundhouse kicks, we stay safely in Stallone's comfort zone of shoot 'em ups and s--- getting blown up.",The Expendables (2010)
lauren-wissot,rotten,2/4,unmistaken_child,"As lovely as the elegiac music and breathtaking shots of the Tibetan countryside are in Unmistaken Child, they don't really move things along.",Unmistaken Child (2009)
lauren-wissot,rotten,1/4,10011379-new_world_order,"The directors never bother to delve into why these men need simple answers, and avoid complications at all costs.",New World Order (2009)
lauren-wissot,rotten,0/4,little_ashes,"With a melodramatic score that alternates between sad violin and romantic guitar, and repetitive reaction shots of Lorca and Dalí in all their dreamy-eyed longing, Little Ashes is broadstroked filmmaking at its most tedious.",Little Ashes (2009)
lauren-wissot,fresh,3/4,1217389-we_live_in_public,We Live in Public moves with the groove of the rock-star atmosphere that surrounded the dot-com kid moguls of the '90s.,We Live in Public (2009)
lauren-wissot,fresh,3.5/4,bumanznyj_soldat,Deftly visualizes those dual elements of terrifying uncertainty and thrilling history that were the essence of the Soviet liberal experiment era.,Paper Soldier (Bumaznyj soldat) (2008)
lauren-wissot,rotten,2/4,10009458-defiance,"Defiance is not so much a cohesive film as a series of interchangeable, broadstroked scenes--a movie on loop.",Defiance (2009)
lauren-wissot,rotten,2/4,10009872-eden,"Seemingly in an effort to make up for O'Brien's anemic script, Recks energizes the slow-moving tale with nonstop distracting camerawork.",Eden (2008)
lauren-wissot,rotten,2/4,soviet_story,"Soviet Story does a thorough job of laying out what happened, but its dull, educational-style format doesn't guide us to the next step of why we should care.",Soviet Story (2008)
lauren-wissot,fresh,3.5/4,1200841-hunger,"McQueen's film is a nuanced masterpiece that never flaunts its artistry, but uses it humbly to serve the all-important story.",Hunger (2009)
lauren-wissot,fresh,,1195796-viva,"Beneath all the hippies and hair, makeup and music lies a film bubbling with ridiculous humor and serious heart.",Viva (2007)
lauren-wissot,fresh,3.5/4,flammen_and_citronen,"A luscious, evocative period piece.",Flammen & Citronen (Flame & Citron) (The Flame and the Lemon) (2008)
lauren-wissot,fresh,2.5/4,neshoba,"Though the film gets carried away by its black-and-white-together-we-shall-overcome vibe, the raw facts are undeniably where the real emotion lies.",Neshoba (2010)
lauren-wissot,fresh,3/4,1213870-nollywood_babylon,"Nollywood Babylon seamlessly interweaves actual clips from Nollywood flicks with scenes from the bustling, chaotic markets of Lagos.",Nollywood Babylon (2008)
